snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
1986-01-01,2,1,0.5,1,0,0,0,0,0.649122638064138,0.4999999999999999,Paraguay,0.649122638064138,1.849998627676622,"[('Paraguay', 0.649122638064138), ('South Korea', 0.3508773619358619)]"
1994-01-01,2,1,0.5,1,2,2,1,1,0.649122638064138,0.4999999999999999,Romania,0.649122638064138,1.849998627676622,"[('Romania', 0.649122638064138), ('United States', 0.3508773619358619)]"
1995-01-01,3,2,0.3333333333333333,1,3,2,2,1,0.47441161634059764,0.3333333333333332,Serbia,0.47441161634059764,1.390536574672424,"[('Serbia', 0.47441161634059764), ('South Korea', 0.3411716203526378), ('Colombia', 0.1844167633067642)]"
1996-01-01,2,1,0.5,1,2,3,1,2,0.649122638064138,0.4999999999999999,Japan,0.649122638064138,1.849998627676622,"[('Japan', 0.649122638064138), ('Poland', 0.3508773619358619)]"
1997-01-01,2,1,0.5,1,2,2,1,1,0.649122638064138,0.4999999999999999,Russia,0.649122638064138,1.849998627676622,"[('Russia', 0.649122638064138), ('Switzerland', 0.3508773619358619)]"
1998-01-01,2,1,0.5,1,2,2,1,1,0.649122638064138,0.4999999999999999,Nigeria,0.649122638064138,1.849998627676622,"[('Nigeria', 0.649122638064138), ('Iran', 0.3508773619358619)]"
1999-01-01,3,2,0.3333333333333333,1,3,2,2,1,0.47441161634059764,0.3333333333333332,Mexico,0.47441161634059764,1.390536574672424,"[('Mexico', 0.47441161634059764), ('Egypt', 0.3411716203526378), ('Bulgaria', 0.1844167633067642)]"
2000-01-01,3,2,0.3333333333333333,1,2,2,2,2,0.47441161634059764,0.3333333333333332,Czech Republic,0.47441161634059764,1.390536574672424,"[('Czech Republic', 0.47441161634059764), ('Mexico', 0.3411716203526378), ('Japan', 0.1844167633067642)]"
2001-01-01,2,1,0.5,1,2,3,1,2,0.649122638064138,0.4999999999999999,Norway,0.649122638064138,1.849998627676622,"[('Norway', 0.649122638064138), ('South Korea', 0.3508773619358619)]"
2002-01-01,2,1,0.5,1,2,2,1,1,0.649122638064138,0.4999999999999999,Honduras,0.649122638064138,1.849998627676622,"[('Honduras', 0.649122638064138), ('Slovenia', 0.3508773619358619)]"
2004-01-01,3,2,0.3333333333333333,1,2,1,2,1,0.5744685965480859,0.3333333333333333,Norway,0.5744685965480859,2.7000056488803987,"[('Norway', 0.5744685965480859), ('Honduras', 0.212765701725957), ('Sweden', 0.212765701725957)]"
2005-01-01,2,1,0.5,1,2,3,1,2,0.649122638064138,0.4999999999999999,Brazil,0.649122638064138,1.849998627676622,"[('Brazil', 0.649122638064138), ('Hong Kong', 0.3508773619358619)]"
2006-01-01,3,2,0.3333333333333333,1,2,1,2,1,0.47441161634059764,0.3333333333333332,South Korea,0.47441161634059764,1.390536574672424,"[('South Korea', 0.47441161634059764), ('Croatia', 0.3411716203526378), ('Hong Kong', 0.1844167633067642)]"
