snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
1996-09-01,3,2,0.3333333333333333,1,0,0,0,0,0.37012974744707666,0.3333333333333332,Czech Republic,0.37012974744707666,1.0,"[('Czech Republic', 0.37012974744707666), ('Morocco', 0.37012974744707666), ('Nigeria', 0.25974050510584634)]"
1998-05-01,4,2,0.16666666666666666,2,3,2,2,2,0.32456160227748454,0.24999999999999994,England,0.32456160227748454,1.0,"[('England', 0.32456160227748454), ('France', 0.32456160227748454), ('Morocco', 0.17543839772251532), ('Belgium', 0.17543839772251532)]"
2000-05-01,4,3,0.25,2,2,2,3,2,0.3648171434859837,0.25,France,0.3648171434859837,1.5517520779729943,"[('France', 0.3648171434859837), ('Morocco', 0.23510014819025282), ('Japan', 0.23510014819025282), ('Jamaica', 0.16498256013351076)]"
