snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
2024-09-01,10,17,0.18888888888888888,2,0,0,0,0,0.3685150069473362,0.10000000000000002,Thailand,0.3685150069473362,1.0528406069028289,"[('Thailand', 0.3685150069473362), ('Philippines', 0.3500197508827165), ('Vietnam', 0.08071117051890746), ('Singapore', 0.03777075789153713), ('Indonesia', 0.03509968421897591), ('Myanmar', 0.031151140529102766), ('Cambodia', 0.026505795011604973), ('Malaysia', 0.026505795011604973), ('Timor-Leste', 0.021860449494107183), ('Laos', 0.021860449494107183)]"
2025-01-01,2,1,0.5,1,0,8,1,17,0.649122638064138,0.4999999999999999,Vietnam,0.649122638064138,1.849998627676622,"[('Vietnam', 0.649122638064138), ('Thailand', 0.3508773619358619)]"
