snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
1987-09-01,3,2,0.3333333333333333,1,0,0,0,0,0.37012974744707666,0.3333333333333332,Algeria,0.37012974744707666,1.0,"[('Algeria', 0.37012974744707666), ('Tunisia', 0.37012974744707666), ('Mauritania', 0.25974050510584634)]"
1998-05-01,4,5,0.4166666666666667,1,4,3,5,2,0.4572306654076119,0.25,Syria,0.4572306654076119,2.1146982192777988,"[('Syria', 0.4572306654076119), ('Jordan', 0.21621556269327313), ('Lebanon', 0.19189253914735738), ('Palestine', 0.1346612327517576)]"
2006-09-01,7,7,0.16666666666666666,2,6,3,7,5,0.23961320893044546,0.14285714285714285,Yemen,0.23961320893044546,1.1103888711552807,"[('Yemen', 0.23961320893044546), ('Sudan', 0.21579215638314617), ('Comoros', 0.12952105714641765), ('Lebanon', 0.11664472576570767), ('Mauritania', 0.11664472576570767), ('Djibouti', 0.0908920630042877), ('Somalia', 0.0908920630042877)]"
2021-05-01,12,6,0.045454545454545456,6,5,0,6,7,0.10818697860589434,0.08333333333333327,Bahrain,0.10818697860589434,1.0,"[('Bahrain', 0.10818697860589434), ('Lebanon', 0.10818697860589434), ('Mauritania', 0.10818697860589434), ('Oman', 0.10818697860589434), ('Palestine', 0.10818697860589434), ('Sudan', 0.10818697860589434), ('Kuwait', 0.05847968806077225), ('Djibouti', 0.05847968806077225), ('Yemen', 0.05847968806077225), ('Somalia', 0.05847968806077225)]"
2025-09-01,8,4,0.07142857142857142,4,2,6,4,6,0.16228046790884154,0.12499999999999997,Bahrain,0.16228046790884154,1.0,"[('Bahrain', 0.16228046790884154), ('Kuwait', 0.16228046790884154), ('Sudan', 0.16228046790884154), ('Syria', 0.16228046790884154), ('Djibouti', 0.0877195320911584), ('Mauritania', 0.0877195320911584), ('Lebanon', 0.0877195320911584), ('South Sudan', 0.0877195320911584)]"
