snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
2008-09-01,7,11,0.2619047619047619,2,0,0,0,0,0.3027970326814835,0.14285714285714285,Réunion,0.3027970326814835,1.3106833491661276,"[('Réunion', 0.3027970326814835), ('Martinique', 0.23102226245120655), ('Guadeloupe', 0.18392576222858686), ('New Caledonia', 0.09117507398172191), ('French Guiana', 0.07468600332408898), ('Mayotte', 0.05819693266645608), ('Tahiti', 0.05819693266645608)]"
2010-09-01,8,9,0.16071428571428573,3,1,0,6,8,0.25557388325079466,0.12499999999999997,Guadeloupe,0.25557388325079466,1.3154001681927985,"[('Guadeloupe', 0.25557388325079466), ('Réunion', 0.1942936373513791), ('Martinique', 0.17968064494044628), ('French Guiana', 0.08540361096815134), ('Mayotte', 0.08540361096815134), ('Saint Pierre and Miquelon', 0.06654820417369237), ('New Caledonia', 0.06654820417369237), ('Tahiti', 0.06654820417369237)]"
2012-09-01,8,15,0.26785714285714285,2,0,0,10,4,0.2368642370208131,0.12499999999999999,Réunion,0.2368642370208131,1.5121604983170405,"[('Réunion', 0.2368642370208131), ('Guadeloupe', 0.1566396141708709), ('Tahiti', 0.15413763159860694), ('Mayotte', 0.12451262985184472), ('French Guiana', 0.11875768943905705), ('Martinique', 0.11192224672916906), ('New Caledonia', 0.05324916577895222), ('Saint Pierre and Miquelon', 0.04391678541068593)]"
