snapshot,nodes,edges,density,communities,new_nodes,removed_nodes,new_edges,removed_edges,pagerank_max,pagerank_mean,dominant_node,dominant_score,dominance_ratio,top_pagerank
1995-01-01,5,5,0.25,2,0,0,0,0,0.26690642293967015,0.20000000000000004,Nepal,0.26690642293967015,1.08303992922466,"[('Nepal', 0.26690642293967015), ('Sri Lanka', 0.24644190462187893), ('Pakistan', 0.22942544536857776), ('Bangladesh', 0.1853312553033491), ('India', 0.07189497176652421)]"
1997-09-01,6,8,0.26666666666666666,2,1,0,7,4,0.34034498766542576,0.16666666666666663,India,0.34034498766542576,1.8757263132770088,"[('India', 0.34034498766542576), ('Pakistan', 0.1814470401445839), ('Sri Lanka', 0.1814470401445839), ('Maldives', 0.1503303053547359), ('Bangladesh', 0.07321531334533518), ('Nepal', 0.07321531334533518)]"
1999-01-01,6,6,0.2,3,0,0,4,6,0.2727613511755741,0.1666666666666666,India,0.2727613511755741,1.3310652023183478,"[('India', 0.2727613511755741), ('Bangladesh', 0.2049196017599282), ('Nepal', 0.17144225161946677), ('Maldives', 0.16553413984916196), ('Pakistan', 0.0926713277979343), ('Sri Lanka', 0.0926713277979343)]"
1999-05-01,4,2,0.16666666666666666,2,0,2,1,5,0.32456160227748454,0.24999999999999994,India,0.32456160227748454,1.0,"[('India', 0.32456160227748454), ('Maldives', 0.32456160227748454), ('Bangladesh', 0.17543839772251532), ('Nepal', 0.17543839772251532)]"
2003-01-01,8,14,0.25,2,4,0,13,1,0.2910784553214995,0.12499999999999996,Bangladesh,0.2910784553214995,1.644431033611373,"[('Bangladesh', 0.2910784553214995), ('Pakistan', 0.177008612323653), ('Maldives', 0.16607496343377576), ('India', 0.138980237885655), ('Nepal', 0.0637520558001495), ('Sri Lanka', 0.0637520558001495), ('Bhutan', 0.04967680971755874), ('Afghanistan', 0.04967680971755874)]"
2005-09-01,8,13,0.23214285714285715,2,0,0,8,9,0.350320243613168,0.125,India,0.350320243613168,1.8500017332372432,"[('India', 0.350320243613168), ('Bangladesh', 0.1893621164344299), ('Pakistan', 0.10235763418371484), ('Maldives', 0.10235763418371484), ('Afghanistan', 0.07182985051038193), ('Nepal', 0.07182985051038193), ('Sri Lanka', 0.05597133528210431), ('Bhutan', 0.05597133528210431)]"
2008-05-01,8,12,0.21428571428571427,2,0,0,8,9,0.4251562499999999,0.12499999999999999,Maldives,0.4251562499999999,1.0359202786819715,"[('Maldives', 0.4251562499999999), ('India', 0.41041406249999984), ('Sri Lanka', 0.049429687500000014), ('Bhutan', 0.0346875), ('Nepal', 0.024062500000000004), ('Afghanistan', 0.018750000000000003), ('Pakistan', 0.018750000000000003), ('Bangladesh', 0.018750000000000003)]"
2009-09-01,7,8,0.19047619047619047,2,0,1,6,10,0.20611778358974667,0.14285714285714285,Maldives,0.20611778358974667,1.0252064261994493,"[('Maldives', 0.20611778358974667), ('Sri Lanka', 0.20105003082535047), ('Bangladesh', 0.19412105353226247), ('Nepal', 0.12067206061375749), ('Pakistan', 0.10867533055627326), ('Bhutan', 0.08468187044130485), ('Afghanistan', 0.08468187044130485)]"
2011-09-01,7,10,0.23809523809523808,3,1,1,9,7,0.3800683007101102,0.14285714285714282,India,0.3800683007101102,1.8499961697929264,"[('India', 0.3800683007101102), ('Afghanistan', 0.2054427500531809), ('Nepal', 0.09630117420538557), ('Maldives', 0.09630117420538557), ('Sri Lanka', 0.08672732823535427), ('Bhutan', 0.06757963629529164), ('Bangladesh', 0.06757963629529164)]"
2013-05-01,2,1,0.5,1,0,5,0,9,0.649122638064138,0.4999999999999999,Nepal,0.649122638064138,1.849998627676622,"[('Nepal', 0.649122638064138), ('Bangladesh', 0.3508773619358619)]"
2013-09-01,8,10,0.17857142857142858,3,6,0,10,1,0.2662810906761667,0.125,Afghanistan,0.2662810906761667,1.2556785833137916,"[('Afghanistan', 0.2662810906761667), ('Nepal', 0.2120615054000834), ('India', 0.19414195307751603), ('Pakistan', 0.08702915547881829), ('Maldives', 0.08602942164880382), ('Sri Lanka', 0.06037150729935752), ('Bhutan', 0.04704268320962715), ('Bangladesh', 0.04704268320962715)]"
2015-09-01,7,11,0.2619047619047619,2,0,1,7,6,0.25577056332454684,0.14285714285714282,Afghanistan,0.25577056332454684,1.1437929568081189,"[('Afghanistan', 0.25577056332454684), ('India', 0.22361613769532468), ('Maldives', 0.14564158698178978), ('Sri Lanka', 0.11348716135256755), ('Bangladesh', 0.10220474229372017), ('Bhutan', 0.07963990417602541), ('Nepal', 0.07963990417602541)]"
